row_number,religion,denomination,sub_denomination,sub_denomination_2,leader,old_since,new_since,precision_before,precision_after,tenure_basis,source_type,source_url,notes
278,Other,,,Unitarian Universalism / Unitarian Universalist Association,Sofía Betancourt / President,2023,July 8th 2023,year,day,term_start,secondary_wikipedia,https://en.wikipedia.org/wiki/Sofía_Betancourt,Wikipedia infobox field `term_start`; Search query `Sofía Betancourt / President Unitarian Universalism / Unitarian Universalist Association` matched `Sofía Betancourt` with score 38
279,Other,,,Voodoo / Vodun / Demanbre,Augustin St. Clou / King of Voodoo,2016,2016,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Voodoo,Search query `King of Voodoo` matched `Voodoo` with score 15
280,Other,,,Voodoo / Vodun / National Confederation of Haitian Vodouisants (KNVA),Prospère Louidor / National Ati (Supreme Voodoo Chief),2021,2021,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Haitian_Vodou,Search query `National Ati (Supreme Voodoo Chief)` matched `Haitian Vodou` with score 9
281,Other,,,Spiritual Genuinity / Mokshadharma,Amit Goyal (Founder),2019,2019,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Amit Goyal (Founder) Spiritual Genuinity / Mokshadharma` matched `List of 21st-century religious leaders` with score -3
282,Hinduism,,,Gaudiya Vaishnavism / International Society for Krishna Consciousness / Governing Body Commission,Jayapataka Swami / Governing Body Commission member,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Jayapataka_Swami,Search query `Governing Body Commission member Gaudiya Vaishnavism / International Society for Krishna Consciousness / Governing Body Commission` matched `Jayapataka Swami` with score 36
283,Islam,,,Ibadi,Ahmed bin Hamad al-Khalili / Grand Mufti of the Sultanate of Oman,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ahmed_bin_Hamad_al-Khalili,Search query `Ahmed bin Hamad al-Khalili / Grand Mufti of the Sultanate of Oman Ibadi` matched `Ahmed bin Hamad al-Khalili` with score 65
284,Other,,,Mandaeism,Sattar Jabbar Hilo,present,1981,present,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Sattar_Jabbar_Hilow,Wikipedia lead extract; Search query `Sattar Jabbar Hilo Mandaeism` matched `Sattar Jabbar Hilow` with score 39
285,Other,,,Voodoo / Vodun / Beninese Vodun,Adanyroh Guèdèhounguè / President of National Community of Voodoo Cults of Benin,present,present,present,present,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Adanyroh Guèdèhounguè / President of National Community of Voodoo Cults of Benin Voodoo / Vodun / Beninese Vodun` matched `List of 21st-century religious leaders` with score 12
286,Other,,,Voodoo / Vodun / Beninese Vodun,Daagbo Hounon Houna II / Supreme Leader of Vodun,present,present,present,present,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Daagbo Hounon Houna II / Supreme Leader of Vodun Voodoo / Vodun / Beninese Vodun` matched `List of 21st-century religious leaders` with score 9
288,Christianity,Protestantism,Baptist,Protestantism / Baptist / Africa / Baptist Convention of Angola,Mateus Chaves / President,2010,2010,year,year,years1,secondary_wikipedia,https://en.wikipedia.org/wiki/Mateus_Norton,Best candidate `2016` did not improve precision over `2010`; Wikipedia infobox field `years1`; Search query `Mateus Chaves` matched `Mateus Norton` with score 10
289,Christianity,Protestantism,Baptist,Protestantism / Baptist / Africa / Baptist Convention of Angola,Alexandre Melo Chilanda / General Secretary,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Alexandre Melo Chilanda / General Secretary Protestantism / Baptist / Africa / Baptist Convention of Angola` matched `List of 21st-century religious leaders` with score 4
290,Christianity,Protestantism,Baptist,Protestantism / Baptist / Africa / Nigerian Baptist Convention,Uche Enyioha / President,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ufuoma_McDermott,Search query `Uche Enyioha` matched `Ufuoma McDermott` with score 5
291,Christianity,Protestantism,Baptist,Protestantism / Baptist / Africa / Nigerian Baptist Convention,Solomon Ademola Ishola / General Secretary and CEO,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/Ganiyu_Solomon,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start1`; Search query `Solomon Ademola Ishola` matched `Ganiyu Solomon` with score 12
292,Christianity,Protestantism,Baptist,Protestantism / Baptist / Asia / Paku Karen Baptist Association (Burma),Paul Htoo / Executive Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Paku_Karen_Baptist_Association,Search query `Paul Htoo` matched `Paku Karen Baptist Association` with score 14
293,Christianity,Protestantism,Baptist,Protestantism / Baptist / India / Ao Baptist Arogo Mungdang,O. Alem / General Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Protestantism_in_India,Search query `General Secretary Protestantism / Baptist / India / Ao Baptist Arogo Mungdang` matched `Protestantism in India` with score 15
294,Christianity,Protestantism,Baptist,Protestantism / Baptist / India / Manipur Baptist Convention,Vumthang Sitlhou / General Secretary,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Vumthang Sitlhou / General Secretary Protestantism / Baptist / India / Manipur Baptist Convention` matched `List of 21st-century religious leaders` with score 0
295,Christianity,Protestantism,Baptist,Protestantism / Baptist / India / Tripura Baptist Christian Union,Rajani Kaipeng / General Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Tripura_Baptist_Christian_Union,Search query `Rajani Kaipeng` matched `Tripura Baptist Christian Union` with score 11
296,Christianity,Protestantism,Baptist,Protestantism / Baptist / Europe / European Baptist Federation,Tony Peck / General Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Criticism_of_capitalism,Search query `Tony Peck / General Secretary Protestantism / Baptist / Europe / European Baptist Federation` matched `Criticism of capitalism` with score 6
297,Christianity,Protestantism,Baptist,Protestantism / Baptist / Europe / International Baptist Convention,Jimmy Martin / General Secretary,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start1`; Search query `Jimmy Martin / General Secretary Protestantism / Baptist / Europe / International Baptist Convention` matched `Martin Luther King Jr.` with score 12
298,Christianity,Protestantism,Baptist,Protestantism / Baptist / Europe / Convention of the Hungarian Baptist Churches of Romania,Borzási István / President,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Borzási István Protestantism / Baptist / Europe / Convention of the Hungarian Baptist Churches of Romania` matched `List of 21st-century religious leaders` with score 0
299,Christianity,Protestantism,Baptist,Protestantism / Baptist / United Kingdom / Baptist Union of Great Britain,Jonathan Edwards / General Secretary,2010,2010,year,year,termstart,secondary_wikipedia,https://en.wikipedia.org/wiki/Jonathan_Edwards_(theologian),Best candidate `1758` did not improve precision over `2010`; Wikipedia infobox field `termstart`; Search query `Jonathan Edwards Protestantism / Baptist / United Kingdom / Baptist Union of Great Britain` matched `Jonathan Edwards (theologian)` with score 32
300,Christianity,Protestantism,Baptist,Protestantism / Baptist / Canada / Baptist General Conference of Canada,Jamey McDonald / Executive Director,2010,2010,year,year,,secondary_wikipedia,"https://en.wikipedia.org/wiki/McDonald_County,_Missouri","Search query `Jamey McDonald` matched `McDonald County, Missouri` with score 7"
301,Christianity,Protestantism,Baptist,Protestantism / Baptist / Canada / Canadian Baptist Ministries,Gary Vincent Nelson / General Secretary,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Gary Vincent Nelson / General Secretary Protestantism / Baptist / Canada / Canadian Baptist Ministries` matched `List of 21st-century religious leaders` with score 4
302,Christianity,Protestantism,Baptist,Protestantism / Baptist / Canada / Canadian Baptists of Western Canada,Jan Paasuke / President of the Board,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/President_of_the_Board_of_Trade,Search query `President of the Board` matched `President of the Board of Trade` with score 23
303,Christianity,Protestantism,Baptist,Protestantism / Baptist / Canada / Sovereign Grace Fellowship of Canada,Mark Hudson / General Coordinator,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Hudson_Taylor,Search query `Mark Hudson Protestantism` matched `Hudson Taylor` with score 7
304,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / Alliance of Baptists,Brooks Wicker / President,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/1960_United_States_presidential_election,Search query `Brooks Wicker Protestantism` matched `1960 United States presidential election` with score 23
305,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / American Baptist Churches USA,A. Roy Medley / General Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Roy_Chan,Search query `A. Roy Medley` matched `Roy Chan` with score 17
306,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / Baptist Bible Fellowship International,Linzy Slayden / President,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Linzy Slayden / President Protestantism / Baptist / United States / Baptist Bible Fellowship International` matched `List of 21st-century religious leaders` with score -1
307,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / Baptist General Conference,Jerry Sheveland / President,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Jerry Sheveland / President Protestantism / Baptist / United States / Baptist General Conference` matched `List of 21st-century religious leaders` with score -1
310,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / Fundamental Baptist Fellowship International,John Vaughn / President,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/John_F._Kennedy,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start`; Search query `John Vaughn Protestantism` matched `John F. Kennedy` with score 12
311,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / General Association of General Baptists,James Murray / Interim Executive Director,2010,2010,year,year,,manual_review,"https://en.wikipedia.org/wiki/James_Stewart,_1st_Earl_of_Moray","Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start`; Search query `James Murray Protestantism` matched `James Stewart, 1st Earl of Moray` with score 10"
312,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / General Association of Regular Baptist Churches,John Greening / National Representative,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/John_McCain,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start1`; Search query `John Greening / National Representative Protestantism / Baptist / United States / General Association of Regular Baptist Churches` matched `John McCain` with score 11
313,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / National Baptist Convention of America / Inc.,Stephen J. Thurston / President,2010,2010,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Johnathan_Thurston,Best candidate `2006` did not improve precision over `2010`; Wikipedia lead extract; Search query `Stephen J. Thurston` matched `Johnathan Thurston` with score 14
314,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / National Baptist Convention of America / Inc.,Samuel C. Tolbert / General Secretary,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/National_Baptist_Convention_of_America_International,Search query `Samuel C. Tolbert` matched `National Baptist Convention of America International` with score 21
315,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / North American Baptist Conference,Rob McCleland / Executive Director,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/Robert_F._Kennedy,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start`; Search query `Rob McCleland / Executive Director Protestantism / Baptist / United States / North American Baptist Conference` matched `Robert F. Kennedy` with score 12
316,Christianity,Protestantism,Baptist,Protestantism / Baptist / United States / Ohio Valley Christian Baptist Church of God,Paul Hagen / General Superintendent,2010,2010,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Johann_Ludwig_von_Hagen,Best candidate `1540` did not improve precision over `2010`; Wikipedia lead extract; Search query `Paul Hagen Protestantism` matched `Johann Ludwig von Hagen` with score 12
317,Christianity,Protestantism,Baptist,Ohio Valley Christian Baptist Church of God,Delmar Rogers / General Secretary,2010,2010,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Ginger_Rogers_filmography,Best candidate `1930` did not improve precision over `2010`; Wikipedia lead extract; Search query `Delmar Rogers` matched `Ginger Rogers filmography` with score 7
318,Christianity,Protestantism,Baptist,Progressive National Baptist Convention,Walter Parrish III / General Secretary,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Walter Parrish III / General Secretary Progressive National Baptist Convention` matched `List of 21st-century religious leaders` with score 3
319,Christianity,Protestantism,Baptist,United American Free Will Baptist Church,Henry J. Rodmon / General Bishop,2010,2010,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Henry J. Rodmon / General Bishop United American Free Will Baptist Church` matched `List of 21st-century religious leaders` with score 5
320,Christianity,,,Protestantism / Other protestant / Uniting Church in Australia,Charissa Suli / President,2024,2024,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Charissa Suli / President Protestantism / Other protestant / Uniting Church in Australia` matched `List of 21st-century religious leaders` with score -4
321,Islam,,,Sunni / Russia / Spiritual Administration of the Muslims of the Republic of Ingushetia,Muhammed Alboghatchiev / Mufti,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Muhammed Alboghatchiev` matched `List of Islamic muftiates` with score 19
322,Islam,,,Sunni / Ukraine / Spiritual Direction of the Muslims of Crimea (Kyiv),Kirim Esende / Mufti,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Kirim Esende` matched `List of Islamic muftiates` with score 19
323,Islam,,,Sunni / Ukraine / Spiritual Directorate of Muslims of Ukraine,Tamim Ahmed Muhamed Mutah / Mufti,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Tamim Ahmed Muhamed Mutah` matched `List of Islamic muftiates` with score 28
324,Islam,,,"Sunni / Ukraine / Spiritual Administration of Muslims of Ukraine ""Ummah""",Said Ismagilov / Mufti,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Islam_in_Ukraine,"Search query `Said Ismagilov / Mufti Sunni / Ukraine / Spiritual Administration of Muslims of Ukraine ""Ummah""` matched `Islam in Ukraine` with score 16"
325,Islam,,,Shia / Twelver / Marja' (current list),Ali Khamenei,1985,1985,year,year,,manual_review,https://en.wikipedia.org/wiki/Ali_Khamenei,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start`; Search query `Ali Khamenei Shia / Twelver / Marja' (current list)` matched `Ali Khamenei` with score 33
